"","external_gene_name","hsapiens_homolog_associated_gene_name","hsapiens_homolog_chromosome","hsapiens_homolog_orthology_type","hsapiens_homolog_perc_id"
"9245","Cdc37l1","CDC37L1","9","ortholog_one2one",89.2537
"9246","Epb41l2","EPB41L2","6","ortholog_one2one",83.8057
"9247","Ngrn","NGRN","15","ortholog_one2one",69.6246
"9248","Flt3l","FLT3LG","19","ortholog_one2one",56.5217
"9249","Ica1l","ICA1L","2","ortholog_one2one",79.7267
"9250","Chga","CHGA","14","ortholog_one2one",66.0907
"9251","Cgrrf1","CGRRF1","14","ortholog_one2one",83.7349
"9252","Gkap1","GKAP1","9","ortholog_one2one",87.9781
"9253","Itpk1","ITPK1","14","ortholog_one2one",92.8401
"9254","Hilpda","HILPDA","7","ortholog_one2one",76.5625
"9255","Plxdc2","PLXDC2","10","ortholog_one2one",91.6981
"9256","Irf9","IRF9","14","ortholog_one2one",59.5699
"9257","Gadd45a","GADD45A","1","ortholog_one2one",94.5455
"9258","Nek2","NEK2","1","ortholog_one2one",88.2618
"9259","Srf","SRF","6","ortholog_one2one",97.2222
"9260","Ptpn12","PTPN12","7","ortholog_one2one",84.6452
"9261","Ptk7","PTK7","6","ortholog_one2one",92.467
"9262","Rnls","RNLS","10","ortholog_one2one",71.345
"9263","Moap1","MOAP1","14","ortholog_one2one",76.7045
"9264","Ptpro","PTPRO","12","ortholog_one2one",90.9462
"9265","Alg8","ALG8","11","ortholog_one2one",89.924
"9266","Unc93b1","UNC93B1","11","ortholog_one2one",90.6355
"9267","Tmem251","TMEM251","14","ortholog_one2one",92.638
"9268","Pcyt2","PCYT2","17","ortholog_one2one",88.1188
"9269","Klc4","KLC4","6","ortholog_one2one",94.3457
"9270","Tm2d1","TM2D1","1","ortholog_one2one",84.6154
"9271","Slc30a1","SLC30A1","1","ortholog_one2one",86.2823
"9272","Ubc","UBC","12","ortholog_one2one",93.188
"9273","Ubr7","UBR7","14","ortholog_one2one",86.8235
"9274","Zgpat","ZGPAT","20","ortholog_one2one",79.6478
"9275","Dhx37","DHX37","12","ortholog_one2one",83.8261
"9276","Btbd7","BTBD7","14","ortholog_one2one",93.6283
"9277","Tgfb1i1","TGFB1I1","16","ortholog_one2one",81.3665
"9278","Kcnma1","KCNMA1","10","ortholog_one2one",98.0676
"9279","Mrpl2","MRPL2","6","ortholog_one2one",83.9869
"9280","Med8","MED8","1","ortholog_one2one",96.6418
"9281","Ak3","AK3","9","ortholog_one2one",92.511
"9282","Mapk14","MAPK14","6","ortholog_one2one",95.5556
"9283","Rapgef4","RAPGEF4","2","ortholog_one2one",97.3294
"9284","Suz12","SUZ12","17","ortholog_one2one",96.8961
"9285","Calml4","CALML4","15","ortholog_one2one",89.5425
"9286","Bri3bp","BRI3BP","12","ortholog_one2one",81.8182
"9287","Papln","PAPLN","14","ortholog_one2one",72.8111
"9288","Sfrp4","SFRP4","7","ortholog_one2one",78.3562
"9289","Elovl1","ELOVL1","1","ortholog_one2one",92.4731
"9290","Aacs","AACS","12","ortholog_one2one",89.881
"9291","Sema4g","SEMA4G","10","ortholog_one2one",91.1589
"9292","Topbp1","TOPBP1","3","ortholog_one2one",76.8317
"9293","Myh8","MYH8","17","ortholog_one2one",96.9541
"9294","Wdr12","WDR12","2","ortholog_one2one",93.8534
"9295","Cdc20","CDC20","1","ortholog_one2one",94.7896
"9296","Tmprss2","TMPRSS2","21","ortholog_one2one",78.3673
"9297","Agrn","AGRN","1","ortholog_one2one",81.5143
"9298","Rps6ka6","RPS6KA6","X","ortholog_one2one",76.0465
"9299","Tmem132b","TMEM132B","12","ortholog_one2one",85.9926
"9300","Setd5","SETD5","3","ortholog_one2one",92.8767
"9301","Nsun2","NSUN2","5","ortholog_one2one",88.2431
"9302","Mrpl43","MRPL43","10","ortholog_one2one",80.5031
"9303","Gm24839","RNU6-150P","6","ortholog_one2one",56.0748
"9304","Bace1","BACE1","11","ortholog_one2one",96.4072
"9305","Numb","NUMB","14","ortholog_one2one",93.415
"9306","Epha5","EPHA5","4","ortholog_one2one",94.0385
"9307","Kcne1","KCNE1","21","ortholog_one2one",75.969
"9308","Lzts2","LZTS2","10","ortholog_one2one",91.9523
"9309","Crlf3","CRLF3","17","ortholog_one2one",92.9864
"9310","Clic6","CLIC6","21","ortholog_one2one",66.6107
"9311","Bfar","BFAR","16","ortholog_one2one",90
"9312","Pdzd7","PDZD7","10","ortholog_one2one",83.9373
"9313","Pias1","PIAS1","15","ortholog_one2one",98.0031
"9314","Ndufc2","NDUFC2","11","ortholog_one2one",68.3333
"9315","Ugt1a1","UGT1A1","2","ortholog_one2one",78.3178
"9316","Pla2g10","PLA2G10","16","ortholog_one2one",69.5364
"9317","Ppp1r12c","PPP1R12C","19","ortholog_one2one",86.9565
"9318","Sirt7","SIRT7","17","ortholog_one2one",93.5323
"9319","Rcan1","RCAN1","21","ortholog_one2one",91.6335
"9320","Mroh2a","MROH2A","2","ortholog_one2one",79.4521
"9321","Sfxn3","SFXN3","10","ortholog_one2one",93.7695
"9322","Olig2","OLIG2","21","ortholog_one2one",96.2848
"9323","Gm25064","RNU6-1","15","ortholog_one2one",100
"9324","Cdv3","CDV3","3","ortholog_one2one",72.5979
"9325","Olig1","OLIG1","21","ortholog_one2one",87.6923
"9326","Prrc2c","PRRC2C","1","ortholog_one2one",87.2453
"9327","Gm24695","RNU4-69P","5","ortholog_one2one",69.8795
"9328","Ifnar2","IFNAR2","21","ortholog_one2one",46.1988
"9329","Lhfpl4","LHFPL4","3","ortholog_one2one",98.3806
"9330","Epdr1","EPDR1","7","ortholog_one2one",79.4643
"9331","Smlr1","SMLR1","6","ortholog_one2one",63.6364
"9332","Eps8","EPS8","12","ortholog_one2one",89.1596
"9333","Srd5a1","SRD5A1","5","ortholog_one2one",62.3529
"9334","Tmem200a","TMEM200A","6","ortholog_one2one",90.6314
"9335","Thrsp","THRSP","11","ortholog_one2one",82.6667
"9336","E130311K13Rik","C3orf33","3","ortholog_one2one",73.4694
"9337","Kctd14","KCTD14","11","ortholog_one2one",45.6446
"9338","Samd3","SAMD3","6","ortholog_one2one",81.7121
"9339","Mafg","MAFG","17","ortholog_one2one",98.7654
"9340","Kazald1","KAZALD1","10","ortholog_one2one",81.4697
"9341","Lmo4","LMO4","1","ortholog_one2one",100
"9342","Gm24626","RNU1-16P","13","ortholog_one2one",78.2609
"9343","Rom1","ROM1","11","ortholog_one2one",84.3305
"9344","Ppp1r3c","PPP1R3C","10","ortholog_one2one",86.1199
"9345","Tmem132c","TMEM132C","12","ortholog_one2one",78.1391
"9346","Atad5","ATAD5","17","ortholog_one2one",69.6605
"9347","Skor1","SKOR1","15","ortholog_one2one",92.1162
"9348","Heatr4","HEATR4","14","ortholog_one2one",63.7696
"9349","Ube2ql1","UBE2QL1","5","ortholog_one2one",52.3026
"9350","Lime1","LIME1","20","ortholog_one2one",61.3383
"9351","Cenpc1","CENPC","4","ortholog_one2one",51.6556
"9352","L3mbtl3","L3MBTL3","6","ortholog_one2one",78.9354
"9353","Acot4","ACOT4","14","ortholog_one2one",74.3468
"9354","Vps33b","VPS33B","15","ortholog_one2one",97.2447
"9355","Hdx","HDX","X","ortholog_one2one",90.1734
"9356","Slc33a1","SLC33A1","3","ortholog_one2one",93.4545
"9357","Wnt8b","WNT8B","10","ortholog_one2one",89.9457
"9358","Cul7","CUL7","6","ortholog_one2one",77.9159
"9359","Sec31b","SEC31B","10","ortholog_one2one",79.2746
"9360","Il10rb","IL10RB","21","ortholog_one2one",63.8177
"9361","Acot6","ACOT6","14","ortholog_one2one",71.8377
"9362","Wdr76","WDR76","15","ortholog_one2one",70.9003
"9363","Hs2st1","HS2ST1","1","ortholog_one2one",97.4719
"9364","Dnal1","DNAL1","14","ortholog_one2one",93.1579
"9365","Bfsp2","BFSP2","3","ortholog_one2one",84.375
"9366","Gsap","GSAP","7","ortholog_one2one",74.1259
"9367","Mpl","MPL","1","ortholog_one2one",81.2006
"9368","Cdkl3","CDKL3","5","ortholog_one2one",76.0656
"9369","Btf3","BTF3","5","ortholog_one2one",95.5882
"9370","Thbs3","THBS3","1","ortholog_one2one",96.8619
"9371","Strap","STRAP","12","ortholog_one2one",97.7143
"9372","Mir155","MIR155","21","ortholog_one2one",90.7692
"9373","Mrpl39","MRPL39","21","ortholog_one2one",83.0357
"9374","Serbp1","SERBP1","1","ortholog_one2one",95.086
"9375","Map2k5","MAP2K5","15","ortholog_one2one",97.5446
"9376","Ndufb8","NDUFB8","10","ortholog_one2one",81.1828
"9377","Pnma1","PNMA1","14","ortholog_one2one",92.068
"9378","Jam2","JAM2","21","ortholog_one2one",70.1863
"9379","Ints4","INTS4","11","ortholog_one2one",96.7842
"9380","Klhl28","KLHL28","14","ortholog_one2one",97.0228
"9381","Foxd1","FOXD1","5","ortholog_one2one",83.7719
"9382","Pcdh15","PCDH15","10","ortholog_one2one",72.9285
"9383","Snx13","SNX13","7","ortholog_one2one",97.1787
"9384","Tmem174","TMEM174","5","ortholog_one2one",81.4815
"9385","Tmem171","TMEM171","5","ortholog_one2one",74.2236
"9386","Zbtb46","ZBTB46","20","ortholog_one2one",88.5
"9387","Isg15","ISG15","1","ortholog_one2one",63.354
"9388","Uqcrb","UQCRB","8","ortholog_one2one",87.3874
"9389","Perm1","PERM1","1","ortholog_one2one",51.5489
"9390","Atp5j","ATP5PF","21","ortholog_one2one",80.5556
"9391","2300009A05Rik","C15orf61","15","ortholog_one2one",91.7197
"9392","Hif1an","HIF1AN","10","ortholog_one2one",96.5616
"9393","Tie1","TIE1","1","ortholog_one2one",93.0335
"9394","Tmem108","TMEM108","3","ortholog_one2one",77.0035
"9395","Mterf3","MTERF3","8","ortholog_one2one",76.699
"9396","Abhd16b","ABHD16B","20","ortholog_one2one",83.7553
"9397","Ccdc86","CCDC86","11","ortholog_one2one",57.277
"9398","Gmps","GMPS","3","ortholog_one2one",97.9798
"9399","Gabpa","GABPA","21","ortholog_one2one",96.0352
"9400","Nebl","NEBL","10","ortholog_one2one",87.3767
"9401","Slc5a2","SLC5A2","16","ortholog_one2one",90.2985
"9402","Ms4a10","MS4A10","11","ortholog_one2one",47.9401
"9403","Mapk13","MAPK13","6","ortholog_one2one",92.8962
"9404","Ptdss1","PTDSS1","8","ortholog_one2one",97.2516
"9405","Exoc3l4","EXOC3L4","14","ortholog_one2one",72.1221
"9406","App","APP","21","ortholog_one2one",96.6234
"9407","Ms4a15","MS4A15","11","ortholog_one2one",78.7755
"9408","2610528J11Rik","C1orf210","1","ortholog_one2one",72.973
"9409","Ms4a18","MS4A18","11","ortholog_one2one",50.8721
"9410","Tmem125","TMEM125","1","ortholog_one2one",86.1111
"9411","St7l","ST7L","1","ortholog_one2one",88.9088
"9412","Rnf214","RNF214","11","ortholog_one2one",92.6647
"9413","Dera","DERA","12","ortholog_one2one",92.4528
"9414","Aldh16a1","ALDH16A1","19","ortholog_one2one",81.5461
"9415","Noc2l","NOC2L","1","ortholog_one2one",74.8
"9416","Ms4a8a","MS4A8","11","ortholog_one2one",53.4483
"9417","Acp2","ACP2","11","ortholog_one2one",87.0968
"9418","Hjurp","HJURP","2","ortholog_one2one",44.9775
"9419","Tnfaip2","TNFAIP2","14","ortholog_one2one",66.5254
"9420","Cfap57","CFAP57","1","ortholog_one2one",87.6701
"9421","Stap1","STAP1","4","ortholog_one2one",83.165
"9422","Rrp36","RRP36","6","ortholog_one2one",81.1475
"9423","Carf","CARF","2","ortholog_one2one",74.746
"9424","Mtmr14","MTMR14","3","ortholog_one2one",90.5864
"9425","Ms4a13","MS4A13","11","ortholog_one2one",46.798
"9426","Klhdc3","KLHDC3","6","ortholog_one2one",96.5969
"9427","Samd11","SAMD11","1","ortholog_one2one",70.6522
"9428","Slc15a4","SLC15A4","12","ortholog_one2one",86.7596
"9429","Ms4a12","MS4A12","11","ortholog_one2one",52.0913
"9430","Ms4a1","MS4A1","11","ortholog_one2one",74.5704
"9431","Ccl28","CCL28","5","ortholog_one2one",62.3077
"9432","Eif5","EIF5","14","ortholog_one2one",97.669
"9433","Hmgcs1","HMGCS1","5","ortholog_one2one",94.6154
"9434","Ms4a5","MS4A5","11","ortholog_one2one",69.5431
"9435","Mea1","MEA1","6","ortholog_one2one",93.1034
"9436","Ebna1bp2","EBNA1BP2","1","ortholog_one2one",85.2941
"9437","Ddb2","DDB2","11","ortholog_one2one",77.5463
"9438","Ms4a14","MS4A14","11","ortholog_one2one",23.0519
"9439","Ms4a7","MS4A7","11","ortholog_one2one",46.0674
"9440","Ccdc146","CCDC146","7","ortholog_one2one",75.0256
"9441","Nim1k","NIM1K","5","ortholog_one2one",91.5138
"9442","Rccd1","RCCD1","15","ortholog_one2one",74.0053
"9443","Ppp2r5d","PPP2R5D","6","ortholog_one2one",96.9748
"9444","Zfp131","ZNF131","5","ortholog_one2one",94.1842
"9445","Fgl2","FGL2","7","ortholog_one2one",78.4722
"9446","Fmo4","FMO4","1","ortholog_one2one",79.2857
"9447","Fam185a","FAM185A","7","ortholog_one2one",72.7513
"9448","Myh13","MYH13","17","ortholog_one2one",95.9236
"9449","Trim46","TRIM46","1","ortholog_one2one",97.892
"9450","Mxi1","MXI1","10","ortholog_one2one",95.2542
"9451","Glt1d1","GLT1D1","12","ortholog_one2one",64.7399
"9452","Brpf3","BRPF3","6","ortholog_one2one",92.4419
"9453","Slc15a5","SLC15A5","12","ortholog_one2one",64.1343
"9454","Rcor3","RCOR3","1","ortholog_one2one",96.9147
"9455","Eif4g3","EIF4G3","1","ortholog_one2one",78.0363
"9456","Nphp3","NPHP3","3","ortholog_one2one",88.8302
"9457","Tmem132d","TMEM132D","12","ortholog_one2one",83.227
"9458","Utp15","UTP15","5","ortholog_one2one",88.0682
"9459","Add2","ADD2","2","ortholog_one2one",92.6897
"9460","Snora28","SNORA28","14","ortholog_one2one",92.9134
"9461","Wscd2","WSCD2","12","ortholog_one2one",91.5937
"9462","Pycr1","PYCR1","17","ortholog_one2one",91.2621
"9463","Mark3","MARK3","14","ortholog_one2one",90.5897
"9464","Krtcap2","KRTCAP2","1","ortholog_one2one",97.0588
"9465","Uba6","UBA6","4","ortholog_one2one",88.9839
"9466","Aamdc","AAMDC","11","ortholog_one2one",74.6667
"9467","Ankra2","ANKRA2","5","ortholog_one2one",95.1923
"9468","Tefm","TEFM","17","ortholog_one2one",64.8352
"9469","Dpm3","DPM3","1","ortholog_one2one",90.2174
"9470","Cdca7","CDCA7","2","ortholog_one2one",81.6754
"9471","Smndc1","SMNDC1","10","ortholog_one2one",99.5798
"9472","Myadml2","MYADML2","17","ortholog_one2one",91.5309
"9473","Sh3glb1","SH3GLB1","1","ortholog_one2one",88.8325
"9474","Ppp2ca","PPP2CA","5","ortholog_one2one",99.6764
"9475","Papss2","PAPSS2","10","ortholog_one2one",91.6264
"9476","Pcsk7","PCSK7","11","ortholog_one2one",87.5325
"9477","Adap2","ADAP2","17","ortholog_one2one",84.5144
"9478","Pex6","PEX6","6","ortholog_one2one",87.8695
"9479","Rgs10","RGS10","10","ortholog_one2one",90.6077
"9480","Zfp169","ZNF169","9","ortholog_one2one",53.078
"9481","Dnajc1","DNAJC1","10","ortholog_one2one",84.4203
"9482","Nr1i2","NR1I2","3","ortholog_one2one",77.0302
"9483","Fzd10","FZD10","12","ortholog_one2one",92.6117
"9484","Gnrhr","GNRHR","4","ortholog_one2one",89.6024
"9485","Gnmt","GNMT","6","ortholog_one2one",91.8089
"9486","Atad1","ATAD1","10","ortholog_one2one",100
"9487","Fmo1","FMO1","1","ortholog_one2one",83.0827
"9488","Notum","NOTUM","17","ortholog_one2one",89.4632
"9489","Fbxl13","FBXL13","7","ortholog_one2one",66.8354
"9490","Pnpla1","PNPLA1","6","ortholog_one2one",59.2654
"9491","Pih1d1","PIH1D1","19","ortholog_one2one",80.3448
"9492","Mirlet7d","MIRLET7D","9","ortholog_one2one",72.8155
"9493","Mirlet7a-1","MIRLET7A1","9","ortholog_one2one",85.1064
"9494","Ptpdc1","PTPDC1","9","ortholog_one2one",73.8861
"9495","Ckb","CKB","14","ortholog_one2one",96.5879
"9496","Rab9b","RAB9B","X","ortholog_one2one",98.0099
"9497","Iqch","IQCH","15","ortholog_one2one",70.3081
"9498","Cox17","COX17","3","ortholog_one2one",92.0635
"9499","Cnpy3","CNPY3","6","ortholog_one2one",88.4058
"9500","Trmt61a","TRMT61A","14","ortholog_one2one",91.0345
"9501","Commd3","COMMD3","10","ortholog_one2one",89.2308
"9502","Popdc2","POPDC2","3","ortholog_one2one",83.0189
"9503","Kcnd3","KCND3","1","ortholog_one2one",99.3893
"9504","Trpm8","TRPM8","2","ortholog_one2one",93.75
"9505","Slc25a53","SLC25A53","X","ortholog_one2one",78.6127
"9506","Snx6","SNX6","14","ortholog_one2one",99.5074
"9507","Pla1a","PLA1A","3","ortholog_one2one",81.3596
"9508","Ptcra","PTCRA","6","ortholog_one2one",66.0194
"9509","Barx1","BARX1","9","ortholog_one2one",95.6693
"9510","Tcf7","TCF7","5","ortholog_one2one",85.4415
"9511","2310039H08Rik","C6orf226","6","ortholog_one2one",44.7368
"9512","Pxt1","PXT1","6","ortholog_one2one",59.7561
"9513","Adprh","ADPRH","3","ortholog_one2one",80.9392
"9514","Tpd52l2","TPD52L2","20","ortholog_one2one",82.0961
"9515","Rpl7l1","RPL7L1","6","ortholog_one2one",83.7398
"9516","Cd80","CD80","3","ortholog_one2one",39.8693
"9517","Lrrc17","LRRC17","7","ortholog_one2one",87.5846
"9518","Rsf1","RSF1","11","ortholog_one2one",83.5531
"9519","Slc50a1","SLC50A1","1","ortholog_one2one",79.638
"9520","Cfl2","CFL2","14","ortholog_one2one",99.3976
"9521","Timmdc1","TIMMDC1","3","ortholog_one2one",71.2281
"9522","Usp43","USP43","17","ortholog_one2one",80.5654
"9523","Tmprss11d","TMPRSS11D","4","ortholog_one2one",66.4269
"9524","Gtf2e2","GTF2E2","8","ortholog_one2one",93.8356
"9525","Baz1a","BAZ1A","14","ortholog_one2one",87.2669
"9526","Poglut1","POGLUT1","3","ortholog_one2one",91.3265
"9527","Ect2","ECT2","3","ortholog_one2one",91.0186
"9528","1810009A15Rik","C11orf98","11","ortholog_one2one",82.1138
"9529","Tbcc","TBCC","6","ortholog_one2one",75.3666
"9530","Prph2","PRPH2","6","ortholog_one2one",91.0405
"9531","Rasgrp4","RASGRP4","19","ortholog_one2one",84.6834
"9532","Smim18","SMIM18","8","ortholog_one2one",91.3979
"9533","Kctd20","KCTD20","6","ortholog_one2one",90.6921
"9534","Tk2","TK2","16","ortholog_one2one",80
"9535","Armc10","ARMC10","7","ortholog_one2one",78.7582
"9536","Cfap52","CFAP52","17","ortholog_one2one",90.8064
"9537","Sst","SST","3","ortholog_one2one",96.5517
"9538","Nfasc","NFASC","1","ortholog_one2one",88.5672
"9539","Rtp2","RTP2","3","ortholog_one2one",78.0591
"9540","Bcl6","BCL6","3","ortholog_one2one",94.6252
"9541","Rhox10","SHOX","X","ortholog_one2one",22.449
"9542","Tmprss11a","TMPRSS11A","4","ortholog_one2one",69.9229
"9543","Vdac1","VDAC1","5","ortholog_one2one",94.2568
"9544","Rhox13","RHOXF1","X","ortholog_one2one",21.5517
"9545","Zbtb33","ZBTB33","X","ortholog_one2one",88.2265
"9546","Napepld","NAPEPLD","7","ortholog_one2one",88.6364
"9547","Mgst1","MGST1","12","ortholog_one2one",55.8952
"9548","Gm25995","U4","1","ortholog_one2one",48.5915
"9549","Tagln","TAGLN","11","ortholog_one2one",97.0149
"9550","Phf6","PHF6","X","ortholog_one2one",97.5275
"9551","Nrp1","NRP1","10","ortholog_one2one",93.1744
"9552","Aagab","AAGAB","15","ortholog_one2one",85.443
"9553","Abcc1","ABCC1","16","ortholog_one2one",88.089
"9554","Uba5","UBA5","3","ortholog_one2one",88.0893
"9555","Ankrd9","ANKRD9","14","ortholog_one2one",75.2089
"9556","Tgfa","TGFA","2","ortholog_one2one",92.4528
"9557","Cklf","CKLF","16","ortholog_one2one",57.2368
"9558","Tmprss11f","TMPRSS11F","4","ortholog_one2one",86.7882
"9559","Sp3","SP3","2","ortholog_one2one",96.5517
"9560","Rcor1","RCOR1","14","ortholog_one2one",93.3333
"9561","Piwil1","PIWIL1","12","ortholog_one2one",94.7796
"9562","Smad3","SMAD3","15","ortholog_one2one",100
"9563","Lmo3","LMO3","12","ortholog_one2one",92.9487
"9564","Hprt","HPRT1","X","ortholog_one2one",95.8716
"9565","Traf3","TRAF3","14","ortholog_one2one",96.2963
"9566","Mir450b","MIR450B","X","ortholog_one2one",84.1463
"9567","Mir450-1","MIR450A1","X","ortholog_one2one",85.7143
"9568","Mir450-2","MIR450A2","X","ortholog_one2one",85.5072
"9569","9530068E07Rik","C5orf15","5","ortholog_one2one",63.3205
"9570","Mir542","MIR542","X","ortholog_one2one",95.2941
"9571","Acad11","ACAD11","3","ortholog_one2one",80.2311
"9572","Rbm39","RBM39","20","ortholog_one2one",99.8113
"9573","Cmtm1","CMTM1","16","ortholog_one2one",21.4834
"9574","Fam136a","FAM136A","2","ortholog_one2one",89.8551
"9575","Stx8","STX8","17","ortholog_one2one",92.7966
"9576","Mir322","MIR424","X","ortholog_one2one",73.6842
"9577","Rbpms","RBPMS","8","ortholog_one2one",79.5455
"9578","Ubr2","UBR2","6","ortholog_one2one",89.8006
"9579","Snrpg","SNRPG","2","ortholog_one2one",100
"9580","Slc2a1","SLC2A1","1","ortholog_one2one",97.1545
"9581","Amn","AMN","14","ortholog_one2one",62.0087
"9582","Dock6","DOCK6","19","ortholog_one2one",89.4363
"9583","Fstl4","FSTL4","5","ortholog_one2one",83.8288
"9584","Rergl","RERGL","12","ortholog_one2one",85.2941
"9585","Gm23116","RNU6-70P","13","ortholog_one2one",79.1045
"9586","Cdc42bpb","CDC42BPB","14","ortholog_one2one",91.8272
"9587","Pcyox1","PCYOX1","2","ortholog_one2one",78.8119
"9588","Snai2","SNAI2","8","ortholog_one2one",95.1673
"9589","Gnb1l","GNB1L","22","ortholog_one2one",64.7059
"9590","Wdr1","WDR1","4","ortholog_one2one",95.2145
"9591","Ntn1","NTN1","17","ortholog_one2one",99.1722
"9592","Zfp691","ZNF691","1","ortholog_one2one",85.5124
"9593","Atp6v1f","ATP6V1F","7","ortholog_one2one",98.3193
"9594","Plcz1","PLCZ1","12","ortholog_one2one",70.4791
"9595","Pik3r5","PIK3R5","17","ortholog_one2one",86.9116
"9596","Ubqln2","UBQLN2","X","ortholog_one2one",87.3041
"9597","Pmpcb","PMPCB","7","ortholog_one2one",90.1841
"9598","Hspa4","HSPA4","5","ortholog_one2one",95.8432
"9599","Capza3","CAPZA3","12","ortholog_one2one",91.3043
"9600","Cmtm3","CMTM3","16","ortholog_one2one",88.0435
"9601","Kcp","KCP","7","ortholog_one2one",80.5161
"9602","Agtpbp1","AGTPBP1","9","ortholog_one2one",90.8867
"9603","Hif1a","HIF1A","14","ortholog_one2one",88.9952
"9604","Nbeal1","NBEAL1","2","ortholog_one2one",90.4018
"9605","Efna1","EFNA1","1","ortholog_one2one",84.8781
"9606","Zcchc10","ZCCHC10","5","ortholog_one2one",82.0225
"9607","Cmtm4","CMTM4","16","ortholog_one2one",95.6731
"9608","Aff4","AFF4","5","ortholog_one2one",93.1897
"9609","Dctn6","DCTN6","8","ortholog_one2one",80.5128
"9610","Nceh1","NCEH1","3","ortholog_one2one",87.5
"9611","Zfp518b","ZNF518B","4","ortholog_one2one",70.9797
"9612","Tbx1","TBX1","22","ortholog_one2one",91.8033
"9613","Ackr4","ACKR4","3","ortholog_one2one",85.4286
"9614","Gm22779","RNU6-1240P","1","ortholog_one2one",71.028
"9615","Tmprss11e","TMPRSS11E","4","ortholog_one2one",75.6501
"9616","Efna3","EFNA3","1","ortholog_one2one",96.5217
"9617","Angptl8","ANGPTL8","19","ortholog_one2one",72.2222
"9618","Clnk","CLNK","4","ortholog_one2one",60.6897
"9619","Dhx30","DHX30","3","ortholog_one2one",92.8046
"9620","Cldn5","CLDN5","22","ortholog_one2one",91.7431
"9621","Gm25930","RNU6-273P","14","ortholog_one2one",74.7664
"9622","Leap2","LEAP2","5","ortholog_one2one",85.5263
"9623","Cdc45","CDC45","22","ortholog_one2one",91.6961
"9624","Uqcrq","UQCRQ","5","ortholog_one2one",79.2683
"9625","Lrrn2","LRRN2","1","ortholog_one2one",87.9452
"9626","Efna4","EFNA4","1","ortholog_one2one",80.5825
"9627","Pik3r6","PIK3R6","17","ortholog_one2one",82.5397
"9628","Mboat4","MBOAT4","8","ortholog_one2one",78.6207
"9629","Spp2","SPP2","2","ortholog_one2one",68.4729
"9630","Tnfsf10","TNFSF10","3","ortholog_one2one",61.8557
"9631","Phf20","PHF20","20","ortholog_one2one",88.9109
"9632","Leprotl1","LEPROTL1","8","ortholog_one2one",98.4733
"9633","Dync1li2","DYNC1LI2","16","ortholog_one2one",96.9512
"9634","Snapc1","SNAPC1","14","ortholog_one2one",73.2648
"9635","Fmo2","FMO2","1","ortholog_one2one",85.6075
"9636","Ghsr","GHSR","3","ortholog_one2one",95.8791
"9637","Stk38","STK38","6","ortholog_one2one",98.7097
"9638","Irf5","IRF5","7","ortholog_one2one",87.9276
"9639","Scand1","SCAND1","20","ortholog_one2one",76.0563
"9640","Hs3st1","HS3ST1","4","ortholog_one2one",86.8167
"9641","Pacsin3","PACSIN3","11","ortholog_one2one",94.3396
"9642","Cyp20a1","CYP20A1","2","ortholog_one2one",82.684
"9643","Gm23022","RNU2-72P","10","ortholog_one2one",34.4444
"9644","Gp1bb","GP1BB","22","ortholog_one2one",84.1122
"9645","Kcnab1","KCNAB1","3","ortholog_one2one",96.6587
"9646","Dnajc2","DNAJC2","7","ortholog_one2one",94.2029
"9647","Gdf9","GDF9","5","ortholog_one2one",73.6961
"9648","Mfsd6l","MFSD6L","17","ortholog_one2one",67.5768
"9649","Arl4c","ARL4C","2","ortholog_one2one",100
"9650","Ccdc42","CCDC42","17","ortholog_one2one",86.3924
"9651","Saraf","SARAF","8","ortholog_one2one",73.8292
"9652","Kcnh1","KCNH1","1","ortholog_one2one",97.0677
"9653","Plekha5","PLEKHA5","12","ortholog_one2one",87.0764
"9654","Shroom1","SHROOM1","5","ortholog_one2one",61.3609
"9655","Zmat1","ZMAT1","X","ortholog_one2one",61.5147
"9656","Atp5o","ATP5PO","21","ortholog_one2one",82.1596
"9657","Tead1","TEAD1","11","ortholog_one2one",93.5698
"9658","Sowaha","SOWAHA","5","ortholog_one2one",76.8248
"9659","Rhot1","RHOT1","17","ortholog_one2one",91.7614
"9660","Gm23210","RNU6-780P","10","ortholog_one2one",66.3265
"9661","Mrps6","MRPS6","21","ortholog_one2one",85.6
"9662","Slc5a3","SLC5A3","21","ortholog_one2one",93.8719
"9663","Srsf3","SRSF3","6","ortholog_one2one",100
"9664","Armcx5","ARMCX5","X","ortholog_one2one",56.2706
"9665","Rab28","RAB28","4","ortholog_one2one",95.4751
"9666","Kcne2","KCNE2","21","ortholog_one2one",84.5528
"9667","Gprasp1","GPRASP1","X","ortholog_one2one",59.6882
"9668","Sh3bp4","SH3BP4","2","ortholog_one2one",91.7879
"9669","Tmem39a","TMEM39A","3","ortholog_one2one",95.4733
"9670","Gm22148","RNU6-218P","7","ortholog_one2one",74.7664
"9671","Fndc3b","FNDC3B","3","ortholog_one2one",92.8749
"9672","Fmo3","FMO3","1","ortholog_one2one",79.2135
"9673","Ppp1r3b","PPP1R3B","8","ortholog_one2one",89.7887
"9674","Nkx3-2","NKX3-2","4","ortholog_one2one",84.985
"9675","Ythdc1","YTHDC1","4","ortholog_one2one",95.788
"9676","Eri1","ERI1","8","ortholog_one2one",84.058
"9677","Bmi1","BMI1","10","ortholog_one2one",97.5309
"9678","Mfhas1","MFHAS1","8","ortholog_one2one",94.7519
