"","external_gene_name","hsapiens_homolog_associated_gene_name","hsapiens_homolog_chromosome","hsapiens_homolog_orthology_type","hsapiens_homolog_perc_id"
"5392","Bdh2","BDH2","4","ortholog_one2one",86.2745
"5393","Ccdc150","CCDC150","2","ortholog_one2one",76.1261
"5394","Ranbp17","RANBP17","5","ortholog_one2one",93.75
"5395","Usp12","USP12","13","ortholog_one2one",98.3784
"5396","Rgma","RGMA","15","ortholog_one2one",90.5286
"5397","Spats2","SPATS2","12","ortholog_one2one",83.6697
"5398","Ppp3cb","PPP3CB","10","ortholog_one2one",99.0476
"5399","Pim2","PIM2","X","ortholog_one2one",73.9362
"5400","Ndufa9","NDUFA9","12","ortholog_one2one",78.2493
"5401","Taf4b","TAF4B","18","ortholog_one2one",79.1813
"5402","Izumo1r","IZUMO1R","11","ortholog_one2one",68.0328
"5403","Atp13a1","ATP13A1","19","ortholog_one2one",95.1667
"5404","Slc9b2","SLC9B2","4","ortholog_one2one",79.7075
"5405","Pelo","PELO","5","ortholog_one2one",96.8831
"5406","Dyrk1b","DYRK1B","19","ortholog_one2one",88.8244
"5407","Acot12","ACOT12","5","ortholog_one2one",81.1151
"5408","Kctd1","KCTD1","18","ortholog_one2one",97.7933
"5409","Crisp4","CRISP1","6","ortholog_one2one",52.5597
"5410","Cbx3","CBX3","7","ortholog_one2one",100
"5411","Nemp1","NEMP1","12","ortholog_one2one",83.7529
"5412","Ccna1","CCNA1","13","ortholog_one2one",84.323
"5413","Arid3b","ARID3B","15","ortholog_one2one",84.6831
"5414","Aqp4","AQP4","18","ortholog_one2one",86.3636
"5415","Rasl11a","RASL11A","13","ortholog_one2one",89.2562
"5416","Gtf3c3","GTF3C3","2","ortholog_one2one",93.8775
"5417","Isl1","ISL1","5","ortholog_one2one",100
"5418","Pde6b","PDE6B","4","ortholog_one2one",93.2243
"5419","Gabrp","GABRP","5","ortholog_one2one",92.5
"5420","Kcnh3","KCNH3","12","ortholog_one2one",94.9772
"5421","Plekhh1","PLEKHH1","14","ortholog_one2one",83.9233
"5422","Gmip","GMIP","19","ortholog_one2one",81.7714
"5423","Ube2o","UBE2O","17","ortholog_one2one",94.0994
"5424","Nckap5","NCKAP5","2","ortholog_one2one",64.6412
"5425","Eid2","EID2","19","ortholog_one2one",73.3051
"5426","Zcchc9","ZCCHC9","5","ortholog_one2one",83.3948
"5427","Serac1","SERAC1","6","ortholog_one2one",86.8502
"5428","4930430F08Rik","C12orf29","12","ortholog_one2one",83.792
"5429","Slc9b1","SLC9B1","4","ortholog_one2one",59.646
"5430","Eid2b","EID2B","19","ortholog_one2one",52.9801
"5431","Mcrs1","MCRS1","12","ortholog_one2one",98.2684
"5432","Akap3","AKAP3","12","ortholog_one2one",72.6852
"5433","Panx1","PANX1","11","ortholog_one2one",86.385
"5434","Selenov","SELENOV","19","ortholog_one2one",42.6829
"5435","2510009E07Rik","C3orf70","3","ortholog_one2one",93.5484
"5436","Zmynd11","ZMYND11","10","ortholog_one2one",88.6731
"5437","Ehhadh","EHHADH","3","ortholog_one2one",78.273
"5438","Zfp473","ZNF473","19","ortholog_one2one",50.1121
"5439","Tmf1","TMF1","3","ortholog_one2one",87.3511
"5440","Atp5k","ATP5ME","4","ortholog_one2one",84.507
"5441","Ubn1","UBN1","16","ortholog_one2one",86.8722
"5442","Hephl1","HEPHL1","11","ortholog_one2one",87.3167
"5443","Fam184a","FAM184A","6","ortholog_one2one",88.7139
"5444","Haus1","HAUS1","18","ortholog_one2one",79.1809
"5445","Gtf3a","GTF3A","13","ortholog_one2one",78.022
"5446","Cisd2","CISD2","4","ortholog_one2one",96.2963
"5447","Dnajc7","DNAJC7","17","ortholog_one2one",82.5561
"5448","Tbcel","TBCEL","11","ortholog_one2one",93.4389
"5449","Gdap2","GDAP2","1","ortholog_one2one",84.6154
"5450","Ms4a3","MS4A3","11","ortholog_one2one",56.8075
"5451","Atp5a1","ATP5F1A","18","ortholog_one2one",97.4684
"5452","Ergic2","ERGIC2","12","ortholog_one2one",95.4907
"5453","Pigh","PIGH","14","ortholog_one2one",88.2979
"5454","Vbp1","VBP1","X","ortholog_one2one",97.449
"5455","Abcb11","ABCB11","2","ortholog_one2one",81.9076
"5456","Phf7","PHF7","3","ortholog_one2one",84.3648
"5457","Fam186b","FAM186B","12","ortholog_one2one",56.0976
"5458","Myo1a","MYO1A","12","ortholog_one2one",87.6318
"5459","Lpar2","LPAR2","19","ortholog_one2one",92.2414
"5460","Vti1b","VTI1B","14","ortholog_one2one",92.6724
"5461","Pdgfra","PDGFRA","4","ortholog_one2one",91.7355
"5462","Prpf40b","PRPF40B","12","ortholog_one2one",95.4181
"5463","Gtf2h5","GTF2H5","6","ortholog_one2one",98.5916
"5464","Dll3","DLL3","19","ortholog_one2one",83.7607
"5465","Adcy7","ADCY7","16","ortholog_one2one",81.8926
"5466","Rab39b","RAB39B","X","ortholog_one2one",99.5305
"5467","Rdh11","RDH11","14","ortholog_one2one",85.1266
"5468","Rbbp7","RBBP7","X","ortholog_one2one",99.7647
"5469","Mrpl16","MRPL16","11","ortholog_one2one",84.0637
"5470","Tgif1","TGIF1","18","ortholog_one2one",78.6885
"5471","Enah","ENAH","1","ortholog_one2one",55.597
"5472","Grik4","GRIK4","11","ortholog_one2one",97.8033
"5473","Ppl","PPL","16","ortholog_one2one",88.1984
"5474","Kcnip2","KCNIP2","10","ortholog_one2one",97.037
"5475","Tfam","TFAM","10","ortholog_one2one",61.7284
"5476","Tent5c","TENT5C","1","ortholog_one2one",95.9079
"5477","Sec14l5","SEC14L5","16","ortholog_one2one",88.0747
"5478","Dhrs9","DHRS9","2","ortholog_one2one",85.8934
"5479","Rdh12","RDH12","14","ortholog_one2one",86.3924
"5480","Zfhx4","ZFHX4","8","ortholog_one2one",92.2074
"5481","Timm50","TIMM50","19","ortholog_one2one",91.7847
"5482","Ubl7","UBL7","15","ortholog_one2one",96.8421
"5483","Bpifb2","BPIFB2","20","ortholog_one2one",67.5325
"5484","Map3k13","MAP3K13","3","ortholog_one2one",89.6768
"5485","Vrk1","VRK1","14","ortholog_one2one",77.7273
"5486","Man1a2","MAN1A2","1","ortholog_one2one",94.5398
"5487","Enox1","ENOX1","13","ortholog_one2one",94.8641
"5488","Clcn7","CLCN7","16","ortholog_one2one",90.1163
"5489","Tac2","TAC3","12","ortholog_one2one",64.6552
"5490","Nlrp10","NLRP10","11","ortholog_one2one",57.3551
"5491","Nagpa","NAGPA","16","ortholog_one2one",80.4642
"5492","Zbtb39","ZBTB39","12","ortholog_one2one",88.3427
"5493","Spg20","SPART","13","ortholog_one2one",85.3949
"5494","Gpr182","GPR182","12","ortholog_one2one",72.8643
"5495","Ube2d1","UBE2D1","10","ortholog_one2one",100
"5496","Aanat","AANAT","17","ortholog_one2one",83.9024
"5497","Gata3","GATA3","10","ortholog_one2one",96.614
"5498","Eif3f","EIF3F","11","ortholog_one2one",91.6898
"5499","Nxt2","NXT2","X","ortholog_one2one",62.6263
"5500","Crem","CREM","10","ortholog_one2one",72.549
"5501","AU021092","C16orf89","16","ortholog_one2one",63.8961
"5502","Cisd1","CISD1","10","ortholog_one2one",86.1111
"5503","Vrk3","VRK3","19","ortholog_one2one",75.0552
"5504","Adamts7","ADAMTS7","15","ortholog_one2one",72.9028
"5505","Man1a","MAN1A1","6","ortholog_one2one",79.5699
"5506","Dyrk4","DYRK4","12","ortholog_one2one",73.576
"5507","Kcnmb1","KCNMB1","5","ortholog_one2one",82.7225
"5508","Slc35a2","SLC35A2","X","ortholog_one2one",96.4377
"5509","Pex2","PEX2","8","ortholog_one2one",87.8689
"5510","Liph","LIPH","3","ortholog_one2one",77.6053
"5511","Nkiras2","NKIRAS2","17","ortholog_one2one",98.9529
"5512","Fmnl3","FMNL3","12","ortholog_one2one",95.3307
"5513","Pbx4","PBX4","19","ortholog_one2one",76.9841
"5514","Vtcn1","VTCN1","1","ortholog_one2one",87.6325
"5515","Rad51ap1","RAD51AP1","12","ortholog_one2one",62.908
"5516","Taf3","TAF3","10","ortholog_one2one",85.7296
"5517","Vars2","VARS2","6","ortholog_one2one",83.5849
"5518","Dnajc15","DNAJC15","13","ortholog_one2one",77.1812
"5519","Myo15","MYO15A","17","ortholog_one2one",83.0817
"5520","Mfsd7a","SLC49A3","4","ortholog_one2one",68.0233
"5521","Bap1","BAP1","3","ortholog_one2one",93.544
"5522","Pkia","PKIA","8","ortholog_one2one",97.3684
"5523","Snx10","SNX10","7","ortholog_one2one",95.5224
"5524","Atf5","ATF5","19","ortholog_one2one",87.6325
"5525","Brd7","BRD7","16","ortholog_one2one",88.172
"5526","Ccdc169","CCDC169","13","ortholog_one2one",71.028
"5527","Zfyve26","ZFYVE26","14","ortholog_one2one",82.6809
"5528","Sdr9c7","SDR9C7","12","ortholog_one2one",84.6645
"5529","Bpifb4","BPIFB4","20","ortholog_one2one",63.5706
"5530","Wdtc1","WDTC1","1","ortholog_one2one",97.0458
"5531","Chd2","CHD2","15","ortholog_one2one",96.497
"5532","Armh3","ARMH3","10","ortholog_one2one",98.5486
"5533","Mfsd10","MFSD10","4","ortholog_one2one",80.0439
"5534","Ipmk","IPMK","10","ortholog_one2one",84.3829
"5535","Usp54","USP54","10","ortholog_one2one",80.2267
"5536","Tgfbi","TGFBI","5","ortholog_one2one",90.6296
"5537","Txlng","TXLNG","X","ortholog_one2one",88.7405
"5538","Yjefn3","YJEFN3","19","ortholog_one2one",80.4781
"5539","Ndufa13","NDUFA13","19","ortholog_one2one",83.3333
"5540","D6Wsu163e","C12orf4","12","ortholog_one2one",94.2029
"5541","Tssk6","TSSK6","19","ortholog_one2one",97.0696
"5542","Nkd1","NKD1","16","ortholog_one2one",87.0488
"5543","Zc2hc1a","ZC2HC1A","8","ortholog_one2one",87.3457
"5544","Hps6","HPS6","10","ortholog_one2one",79.1304
"5545","Stx3","STX3","11","ortholog_one2one",97.9239
"5546","Lrp2","LRP2","2","ortholog_one2one",76.7382
"5547","Tfap2d","TFAP2D","6","ortholog_one2one",99.5575
"5548","Tyrp1","TYRP1","9","ortholog_one2one",85.2886
"5549","Cyp11a1","CYP11A1","15","ortholog_one2one",74.5247
"5550","Pgap1","PGAP1","2","ortholog_one2one",90.4555
"5551","Uba3","UBA3","3","ortholog_one2one",99.3506
"5552","Hsd17b6","HSD17B6","12","ortholog_one2one",73.1861
"5553","Myoz1","MYOZ1","10","ortholog_one2one",91.2162
"5554","Trim45","TRIM45","1","ortholog_one2one",62.3514
"5555","Snx20","SNX20","16","ortholog_one2one",77.9553
"5556","Tbc1d2b","TBC1D2B","15","ortholog_one2one",88.9119
"5557","Lurap1l","LURAP1L","9","ortholog_one2one",90.9502
"5558","Synpo2l","SYNPO2L","10","ortholog_one2one",87.7301
"5559","Gatad2a","GATAD2A","19","ortholog_one2one",88.7302
"5560","Nup62","NUP62","19","ortholog_one2one",75.8555
"5561","Myl12b","MYL12B","18","ortholog_one2one",100
"5562","Tbc1d32","TBC1D32","6","ortholog_one2one",82.0216
"5563","Epsti1","EPSTI1","13","ortholog_one2one",64.0127
"5564","Srp9","SRP9","1","ortholog_one2one",93.0233
"5565","Arhgef12","ARHGEF12","11","ortholog_one2one",89.3135
"5566","Tub","TUB","11","ortholog_one2one",96.0396
"5567","Rad51b","RAD51B","14","ortholog_one2one",85.1429
"5568","Tulp4","TULP4","6","ortholog_one2one",94.1823
"5569","Mgat5","MGAT5","2","ortholog_one2one",97.2973
"5570","Mtif3","MTIF3","13","ortholog_one2one",63.7681
"5571","Igf2bp2","IGF2BP2","3","ortholog_one2one",95.6081
"5572","Chrm3","CHRM3","1","ortholog_one2one",91.6808
"5573","Tmbim6","TMBIM6","12","ortholog_one2one",93.6709
"5574","Pcgf3","PCGF3","4","ortholog_one2one",97.9253
"5575","Zfp36l1","ZFP36L1","14","ortholog_one2one",98.5207
"5576","Il7","IL7","8","ortholog_one2one",69.4805
"5577","Msh3","MSH3","5","ortholog_one2one",81.4612
"5578","Bcl11b","BCL11B","14","ortholog_one2one",94.0045
"5579","Slitrk4","SLITRK4","X","ortholog_one2one",97.2521
"5580","Dnah1","DNAH1","3","ortholog_one2one",89.4353
"5581","1700017N19Rik","C12orf50","12","ortholog_one2one",72.7079
"5582","Ralgps2","RALGPS2","1","ortholog_one2one",96.4407
"5583","Actn1","ACTN1","14","ortholog_one2one",99.2152
"5584","Arl6ip5","ARL6IP5","3","ortholog_one2one",90.4255
"5585","Fgf6","FGF6","12","ortholog_one2one",93.2692
"5586","Ccdc154","CCDC154","16","ortholog_one2one",65.6627
"5587","Slitrk2","SLITRK2","X","ortholog_one2one",97.3995
"5588","Tlcd5","TLCD5","11","ortholog_one2one",92.6531
"5589","Lmod3","LMOD3","3","ortholog_one2one",78.8091
"5590","Olfr1420","OR10V1","11","ortholog_one2one",89.9676
"5591","Pqbp1","PQBP1","X","ortholog_one2one",88.2129
"5592","Tmtc1","TMTC1","12","ortholog_one2one",82.5902
"5593","Stmn2","STMN2","8","ortholog_one2one",100
"5594","Patl1","PATL1","11","ortholog_one2one",96.4935
"5595","Nod2","NOD2","16","ortholog_one2one",77.4879
"5596","Lnx2","LNX2","13","ortholog_one2one",89.9563
"5597","Slc9a1","SLC9A1","1","ortholog_one2one",92.3171
"5598","Zic1","ZIC1","3","ortholog_one2one",99.3289
"5599","Ric3","RIC3","11","ortholog_one2one",86.6485
"5600","Ttf2","TTF2","1","ortholog_one2one",72.5835
"5601","Rbfox1","RBFOX1","16","ortholog_one2one",89.4484
"5602","Osbp","OSBP","11","ortholog_one2one",96.0248
"5603","Pou2f3","POU2F3","11","ortholog_one2one",93.0394
"5604","Pglyrp1","PGLYRP1","19","ortholog_one2one",69.7802
"5605","Nop14","NOP14","4","ortholog_one2one",83.0233
"5606","Dcaf5","DCAF5","14","ortholog_one2one",90.8034
"5607","Percc1","PERCC1","16","ortholog_one2one",63.7363
"5608","BC003965","C16orf91","16","ortholog_one2one",63.9706
"5609","Fam216b","FAM216B","13","ortholog_one2one",54.3478
"5610","Myl12a","MYL12A","18","ortholog_one2one",97.6744
"5611","Olfr1423","OR4D11","11","ortholog_one2one",87.7419
"5612","Il4i1","IL4I1","19","ortholog_one2one",64.1066
"5613","Setd3","SETD3","14","ortholog_one2one",92.2559
"5614","Smad5","SMAD5","5","ortholog_one2one",98.9247
"5615","Oaf","OAF","11","ortholog_one2one",81.5603
"5616","Arhgef40","ARHGEF40","14","ortholog_one2one",86.0419
"5617","Pls3","PLS3","X","ortholog_one2one",97.6526
"5618","Polr1d","POLR1D","13","ortholog_one2one",90.2256
"5619","Mau2","MAU2","19","ortholog_one2one",90.7692
"5620","Olfr76","OR5A1","11","ortholog_one2one",79.6353
"5621","Zic4","ZIC4","3","ortholog_one2one",80.0587
"5622","Hey1","HEY1","8","ortholog_one2one",96.3211
"5623","Tent5b","TENT5B","1","ortholog_one2one",91.1007
"5624","Tigar","TIGAR","12","ortholog_one2one",72.4907
"5625","Ldb1","LDB1","10","ortholog_one2one",99.7567
"5626","Fam174b","FAM174B","15","ortholog_one2one",78.4314
"5627","Tmem181a","TMEM181","6","ortholog_one2one",84.0777
"5628","Parp8","PARP8","5","ortholog_one2one",92.1437
"5629","Sema4a","SEMA4A","1","ortholog_one2one",84.0789
"5630","Pdx1","PDX1","13","ortholog_one2one",86.9718
"5631","Skap2","SKAP2","7","ortholog_one2one",90.5028
"5632","Zwint","ZWINT","10","ortholog_one2one",55.1587
"5633","Plscr5","PLSCR5","3","ortholog_one2one",86.8613
"5634","St8sia2","ST8SIA2","15","ortholog_one2one",97.8667
"5635","Bpifa2","BPIFA2","20","ortholog_one2one",33.617
"5636","Grk4","GRK4","4","ortholog_one2one",74.7387
"5637","Exd2","EXD2","14","ortholog_one2one",82.7692
"5638","Kdf1","KDF1","1","ortholog_one2one",91.4358
"5639","Nckap5l","NCKAP5L","12","ortholog_one2one",87.6039
"5640","Prim1","PRIM1","12","ortholog_one2one",90.9091
"5641","Supt5","SUPT5H","19","ortholog_one2one",97.8743
"5642","Ccnk","CCNK","14","ortholog_one2one",95.8763
"5643","Unkl","UNKL","16","ortholog_one2one",88.033
"5644","Flt3","FLT3","13","ortholog_one2one",85.5
"5645","Ccnd2","CCND2","12","ortholog_one2one",92.0415
"5646","Nudc","NUDC","1","ortholog_one2one",93.0723
"5647","Ccdc85c","CCDC85C","14","ortholog_one2one",90.5312
"5648","Bcdin3d","BCDIN3D","12","ortholog_one2one",79.2982
"5649","Tmem114","TMEM114","16","ortholog_one2one",85.1351
"5650","Hhipl1","HHIPL1","14","ortholog_one2one",81.2895
"5651","Mettl22","METTL22","16","ortholog_one2one",78.8804
"5652","Faim2","FAIM2","12","ortholog_one2one",91.7981
"5653","Mybpc3","MYBPC3","11","ortholog_one2one",88.9671
"5654","Ipo8","IPO8","12","ortholog_one2one",92.2772
"5655","Naca","NACA","12","ortholog_one2one",46.9136
"5656","Galnt16","GALNT16","14","ortholog_one2one",96.0574
"5657","Nr0b2","NR0B2","1","ortholog_one2one",78.0769
"5658","Gtf2h4","GTF2H4","6","ortholog_one2one",98.7041
"5659","Rnf123","RNF123","3","ortholog_one2one",93.4091
"5660","Gpatch3","GPATCH3","1","ortholog_one2one",84.5714
"5661","Clip1","CLIP1","12","ortholog_one2one",89.9791
"5662","Tra2b","TRA2B","3","ortholog_one2one",100
"5663","Hsf2","HSF2","6","ortholog_one2one",95.1644
"5664","Timm17b","TIMM17B","X","ortholog_one2one",95.9302
"5665","Cyp46a1","CYP46A1","14","ortholog_one2one",94.8
"5666","Olfr1438-ps1","OR5A2","11","ortholog_one2one",79.3103
"5667","Etv5","ETV5","3","ortholog_one2one",92.0455
"5668","Sugp1","SUGP1","19","ortholog_one2one",89.4246
"5669","Parp11","PARP11","12","ortholog_one2one",94.8641
"5670","Ptges3","PTGES3","12","ortholog_one2one",98.75
"5671","Dtx4","DTX4","11","ortholog_one2one",94.1558
"5672","Aqp2","AQP2","12","ortholog_one2one",88.9299
"5673","Aqp5","AQP5","12","ortholog_one2one",90.566
"5674","Ankrd34b","ANKRD34B","5","ortholog_one2one",82.2835
"5675","Tm6sf2","TM6SF2","19","ortholog_one2one",78.3069
"5676","Pprc1","PPRC1","10","ortholog_one2one",76.4885
"5677","Sfn","SFN","1","ortholog_one2one",97.5806
"5678","Zdhhc18","ZDHHC18","1","ortholog_one2one",94.7368
"5679","Erh","ERH","14","ortholog_one2one",84.5528
"5680","Zfp385c","ZNF385C","17","ortholog_one2one",82.0513
"5681","Cul2","CUL2","10","ortholog_one2one",97.3154
"5682","Fam151b","FAM151B","5","ortholog_one2one",83.871
"5683","Gnptg","GNPTG","16","ortholog_one2one",75.1592
"5684","Ccdc61","CCDC61","19","ortholog_one2one",85.5186
"5685","Abat","ABAT","16","ortholog_one2one",90.4
"5686","Serinc1","SERINC1","6","ortholog_one2one",95.8057
"5687","Emb","EMB","5","ortholog_one2one",63.6364
"5688","Racgap1","RACGAP1","12","ortholog_one2one",84.8726
"5689","Hapln4","HAPLN4","19","ortholog_one2one",91.25
"5690","Cracr2a","CRACR2A","12","ortholog_one2one",80.9917
"5691","Slc39a9","SLC39A9","14","ortholog_one2one",93.1818
"5692","Rhbdf2","RHBDF2","17","ortholog_one2one",91.7775
"5693","Ncan","NCAN","19","ortholog_one2one",69.0852
"5694","Tsr3","TSR3","16","ortholog_one2one",73.065
"5695","Kcnab2","KCNAB2","1","ortholog_one2one",98.0723
"5696","Rfxank","RFXANK","19","ortholog_one2one",82.1561
"5697","Mgat4c","MGAT4C","12","ortholog_one2one",94.7699
"5698","Plekhd1","PLEKHD1","14","ortholog_one2one",95.4455
"5699","Itgal","ITGAL","16","ortholog_one2one",68.1932
"5700","Prkx","PRKX","X","ortholog_one2one",77.4648
"5701","Ccdc177","CCDC177","14","ortholog_one2one",91.0765
"5702","Fam111a","FAM111A","11","ortholog_one2one",56.4437
"5703","Susd6","SUSD6","14","ortholog_one2one",83.5913
"5704","Tspan11","TSPAN11","12","ortholog_one2one",87.3518
"5705","Alkbh5","ALKBH5","17","ortholog_one2one",96.7089
"5706","Hcn1","HCN1","5","ortholog_one2one",93.0769
"5707","Sytl3","SYTL3","6","ortholog_one2one",79.9012
"5708","Cygb","CYGB","17","ortholog_one2one",95.2632
"5709","Nr2c2ap","NR2C2AP","19","ortholog_one2one",82.1429
"5710","Eml1","EML1","14","ortholog_one2one",96.1916
"5711","Serinc5","SERINC5","5","ortholog_one2one",81.7787
"5712","Frmd4b","FRMD4B","3","ortholog_one2one",93.5266
"5713","Borcs8","BORCS8","19","ortholog_one2one",93.3333
"5714","Dhx58","DHX58","17","ortholog_one2one",78.6136
"5715","Glyat","GLYAT","11","ortholog_one2one",72.6351
"5716","Bpifa3","BPIFA3","20","ortholog_one2one",64.8536
"5717","Mrps30","MRPS30","5","ortholog_one2one",73.0769
"5718","Cd101","CD101","1","ortholog_one2one",69.6999
"5719","Cyld","CYLD","16","ortholog_one2one",94.6597
"5720","Thbs4","THBS4","5","ortholog_one2one",92.3157
"5721","Tmem186","TMEM186","16","ortholog_one2one",70.3704
"5722","Atp5b","ATP5F1B","12","ortholog_one2one",96.2193
"5723","Dgkg","DGKG","3","ortholog_one2one",89.9746
"5724","Ptgfrn","PTGFRN","1","ortholog_one2one",89.8749
"5725","Lcp2","LCP2","5","ortholog_one2one",83.1144
"5726","Bbs5","BBS5","2","ortholog_one2one",96.4809
"5727","Mtx3","MTX3","5","ortholog_one2one",90.0641
"5728","Zfp91","ZFP91","11","ortholog_one2one",91.6084
"5729","Rassf9","RASSF9","12","ortholog_one2one",85.2874
"5730","Ezr","EZR","6","ortholog_one2one",96.4164
"5731","Fgf10","FGF10","5","ortholog_one2one",93.7799
"5732","Bambi","BAMBI","10","ortholog_one2one",93.0769
"5733","Alx1","ALX1","12","ortholog_one2one",84.0849
"5734","Acsl4","ACSL4","X","ortholog_one2one",91.1392
"5735","Trpc7","TRPC7","5","ortholog_one2one",98.1439
"5736","Nolc1","NOLC1","10","ortholog_one2one",71.51
"5737","St6galnac2","ST6GALNAC2","17","ortholog_one2one",73.9946
"5738","Pkib","PKIB","6","ortholog_one2one",52.7273
"5739","St6galnac2","","17","ortholog_one2one",73.7024
"5740","Akap11","AKAP11","13","ortholog_one2one",74.34
"5741","Kat2a","KAT2A","17","ortholog_one2one",97.8313
"5742","Pmm2","PMM2","16","ortholog_one2one",91.3223
"5743","Myom1","MYOM1","18","ortholog_one2one",87.1626
"5744","Klhl41","KLHL41","2","ortholog_one2one",95.3795
"5745","Mtpap","MTPAP","10","ortholog_one2one",76.0684
"5746","Bpifb1","BPIFB1","20","ortholog_one2one",59.2827
"5747","Asic1","ASIC1","12","ortholog_one2one",72.4508
"5748","Capn7","CAPN7","3","ortholog_one2one",95.2029
"5749","Caprin2","CAPRIN2","12","ortholog_one2one",81.2803
"5750","Cmya5","CMYA5","5","ortholog_one2one",59.7933
"5751","Carhsp1","CARHSP1","16","ortholog_one2one",96.6216
"5752","Jcad","JCAD","10","ortholog_one2one",54.6212
"5753","Smarcd1","SMARCD1","12","ortholog_one2one",99.4175
"5754","Svil","SVIL","10","ortholog_one2one",79.043
"5755","Tbccd1","TBCCD1","3","ortholog_one2one",83.1522
"5756","Elovl3","ELOVL3","10","ortholog_one2one",69.0037
"5757","Spock1","SPOCK1","5","ortholog_one2one",94.5701
"5758","Kit","KIT","4","ortholog_one2one",82.5332
"5759","Srsf5","SRSF5","14","ortholog_one2one",98.5185
"5760","Lpxn","LPXN","11","ortholog_one2one",84.9741
"5761","Pigv","PIGV","1","ortholog_one2one",79.5132
"5762","Hspb9","HSPB9","17","ortholog_one2one",47.7387
"5763","Rapgef1","RAPGEF1","9","ortholog_one2one",91.4216
"5764","Nova2","NOVA2","19","ortholog_one2one",87.2302
"5765","Dock2","DOCK2","5","ortholog_one2one",95.186
"5766","Rps16","RPS16","19","ortholog_one2one",100
"5767","Lrriq1","LRRIQ1","12","ortholog_one2one",59.3545
"5768","Dnajb11","DNAJB11","3","ortholog_one2one",98.324
"5769","Nanos2","NANOS2","19","ortholog_one2one",75.7353
"5770","Zfp768","ZNF768","16","ortholog_one2one",85.5634
"5771","Tent2","TENT2","5","ortholog_one2one",92.3554
"5772","Mypop","MYPOP","19","ortholog_one2one",86.7684
"5773","Sec24c","SEC24C","10","ortholog_one2one",91.4234
"5774","Tbc1d17","TBC1D17","19","ortholog_one2one",89.4574
"5775","Hibadh","HIBADH","7","ortholog_one2one",91.0448
"5776","Nectin1","NECTIN1","11","ortholog_one2one",94.9515
"5777","Gpd1","GPD1","12","ortholog_one2one",93.9828
"5778","Usp7","USP7","16","ortholog_one2one",93.4383
"5779","Tax1bp1","TAX1BP1","7","ortholog_one2one",84.6437
"5780","Cox14","COX14","12","ortholog_one2one",80.7018
"5781","Igsf3","IGSF3","1","ortholog_one2one",91.0214
"5782","Cers5","CERS5","12","ortholog_one2one",72.4638
"5783","Ccdc33","CCDC33","15","ortholog_one2one",49.1371
"5784","Trabd2b","TRABD2B","1","ortholog_one2one",89.7486
"5785","Smpdl3a","SMPDL3A","6","ortholog_one2one",80.6742
"5786","St6galnac1","ST6GALNAC1","17","ortholog_one2one",68.0608
"5787","Manba","MANBA","4","ortholog_one2one",75.6542
"5788","Nphp4","NPHP4","1","ortholog_one2one",78.386
"5789","Sinhcaf","SINHCAF","12","ortholog_one2one",97.7376
"5790","Llgl1","LLGL1","17","ortholog_one2one",90.2072
"5791","Slc6a15","SLC6A15","12","ortholog_one2one",91.4952
"5792","Irf2bp1","IRF2BP1","19","ortholog_one2one",96.4041
"5793","Gbf1","GBF1","10","ortholog_one2one",93.8743
"5794","Foxa3","FOXA3","19","ortholog_one2one",88.102
"5795","Sall1","SALL1","16","ortholog_one2one",90.7029
"5796","Klhl3","KLHL3","5","ortholog_one2one",97.615
"5797","Tox3","TOX3","16","ortholog_one2one",95.3043
"5798","Slco3a1","SLCO3A1","15","ortholog_one2one",97.8873
"5799","Gm19935","","16","ortholog_one2one",59.6154
"5800","Zfp219","ZNF219","14","ortholog_one2one",88.292
"5801","Mef2b","MEF2B","19","ortholog_one2one",71.6332
"5802","Prrg1","PRRG1","X","ortholog_one2one",92.6606
"5803","Baiap3","BAIAP3","16","ortholog_one2one",89.0435
"5804","Slc10a1","SLC10A1","14","ortholog_one2one",74.0331
"5805","Hnrnpa0","HNRNPA0","5","ortholog_one2one",92.459
"5806","Jazf1","JAZF1","7","ortholog_one2one",99.5885
"5807","Gak","GAK","4","ortholog_one2one",83.1418
"5808","Smoc1","SMOC1","14","ortholog_one2one",90.2808
"5809","Atp1a1","ATP1A1","1","ortholog_one2one",96.8719
"5810","Tspan9","TSPAN9","12","ortholog_one2one",63.4981
"5811","","","1","ortholog_one2one",55.2239
"5812","Tmtc2","TMTC2","12","ortholog_one2one",95.6938
"5813","Cmpk1","CMPK1","1","ortholog_one2one",91.1894
"5814","Stk33","STK33","11","ortholog_one2one",68.8391
"5815","Fut11","FUT11","10","ortholog_one2one",86.5031
"5816","Ctps2","CTPS2","X","ortholog_one2one",90.4437
"5817","Mroh1","MROH1","8","ortholog_one2one",78.9634
"5818","Tmem253","TMEM253","14","ortholog_one2one",72.0588
"5819","Mab21l3","MAB21L3","1","ortholog_one2one",64.5688
"5820","A430005L14Rik","C1orf174","1","ortholog_one2one",67.8261
"5821","Amigo3","AMIGO3","3","ortholog_one2one",75.7874
"5822","Tfap2b","TFAP2B","6","ortholog_one2one",100
"5823","Gcc2","GCC2","2","ortholog_one2one",78.2143
"5824","Chchd1","CHCHD1","10","ortholog_one2one",83.0508
"5825","Rab5c","RAB5C","17","ortholog_one2one",91.0256
"5826","Olfr221","OR5AU1","14","ortholog_one2one",84.2444
